data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,t,algo,galgo,adm,dm,am,radm,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,num_removed_entities,num_removed_edges
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,2,tanga,ad2,0.2899387441773157,0.2888047133476285,0.29107277500700507,0.0015961110070436184,0,3157,5255,38166,4439,3157,7178,43421,1,10,1,1282,1923
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.2845433099486578,0.28334455653012647,0.28574206336719027,0.0016741271082653657,0,3455,6340,48049,4821,3455,8604,54389,1,10,1,1366,2264
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,1,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.1899081205005792,0.1891733088329032,0.19064293216825576,0.0009075406570782634,0,3909,7070,29017,4821,3909,8604,36087,1,6,1,912,1534
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,1,tanga,ad2,0.2520027177610342,0.2512931403365601,0.25271229518550714,0.00809096612324145,24,3334,5502,29868,4429,3358,7145,35370,1,8,1,1095,1643
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,2,-1,km,gs#0.00,gs,gs,0.0,3,tanga,ad2,0.22058575183669124,0.22002446421125518,0.22114703946212438,0.010879247685430395,36,3506,5788,21041,4459,3542,7220,26829,1,6,1,953,1432
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.13880876779671392,0.13835444141932277,0.13926309417410207,0.0005290352516655166,0,4154,7469,18528,4821,4154,8604,25997,1,4,1,667,1135
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,0,tanga,ad2,0.13263447601589726,0.1321377401843196,0.13313121184747287,0.008279636730492273,30,3862,5842,30816,4420,3892,7113,36658,1,8,1,558,1271
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,2,-1,km,gs#0.00,gs,gs,0.0,9,tanga,ad2,0.21935438676598862,0.2187146789988574,0.21999409453311447,0.01286894374607832,48,3933,7491,29964,4986,3981,9350,37455,1,6,1,1053,1859
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,1,-1,km,gs#0.50,gs,gs,0.5,3,tanga,ad2,0.19266412548180734,0.19197217417510268,0.19335607678851016,0.0008575636224705496,0,3603,5907,22945,4459,3603,7220,28852,1,6,1,856,1313
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,2,-1,km,gs#0.00,gs,gs,0.0,4,tanga,ad2,0.22159125352991058,0.22099182648552718,0.22219068057429034,0.01091433742156656,36,3511,5815,21350,4471,3547,7242,27165,1,6,1,960,1427
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,1,-1,km,gs#0.50,gs,gs,0.5,4,tanga,ad2,0.2422792919012966,0.2413348860553723,0.2432236977472192,0.0012476504490985117,0,3392,5556,31506,4471,3392,7242,37062,1,8,1,1079,1686
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,2,-1,km,gs#0.50,gs,gs,0.5,3,tanga,ad2,0.32291724440010655,0.3218217855026692,0.3240127032975412,0.00161666191342801,0,3024,5026,36910,4459,3024,7220,41936,1,10,1,1435,2194
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,2,-1,km,gs#0.00,gs,gs,0.0,8,tanga,ad2,0.10370833381042192,0.10360615305718147,0.10381051456366244,0.0012691312043190963,5,4326,7724,5181,4821,4331,8604,12905,1,2,1,495,880
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,5,tanga,ad2,0.2613673077152341,0.26054288910835316,0.26219172632211535,0.007964876925867519,23,3332,5554,30384,4483,3355,7287,35938,1,8,1,1151,1733
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,2,tanga,ad2,0.25653082441307135,0.25571629222794967,0.25734535659819263,0.007966972953412168,23,3321,5524,30100,4439,3344,7178,35624,1,8,1,1118,1654
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,3,-1,km,gs#0.50,gs,gs,0.5,7,tanga,ad2,0.28866186290215917,0.2874442206406431,0.28987950516367567,0.0017104424985530523,0,3297,5660,43828,4627,3297,7777,49488,1,10,1,1330,2117
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,4,tanga,ad2,0.2604747820357911,0.2596809938346321,0.26126857023695016,0.007932764449108488,23,3327,5528,30117,4471,3350,7242,35645,1,8,1,1144,1714
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,4,-1,2,-1,km,gs#0.00,gs,gs,0.0,6,tanga,ad2,0.1527989947642726,0.15245509454874526,0.153142894979797,0.014857704537985392,57,3886,6412,13484,4528,3943,7425,19896,1,4,1,642,1013
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.50,gs,gs,0.5,3,tanga,ad2,0.14260879997732084,0.1421858903233421,0.14303170963129905,0.0004949567829738087,0,3825,6247,14515,4459,3825,7220,20762,1,4,1,634,973
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,1,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.23311283378074915,0.2321115258337257,0.23411414172777276,0.0013069779929733808,0,3702,6655,39585,4821,3702,8604,46240,1,8,1,1119,1949
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,1,-1,km,gs#0.00,gs,gs,0.0,8,tanga,ad2,0.10236526154497771,0.1022617462898374,0.10246877680011794,0.00011625388814407723,0,4328,7767,5215,4821,4328,8604,12982,1,2,1,493,837
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,1,-1,km,gs#0.50,gs,gs,0.5,0,tanga,ad2,0.0010506774542055266,0.00022940255113531387,0.001871952357275744,0.0008246200332766258,0,4419,7046,27250,4420,4419,7113,34296,1,6,1,1,67
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,8,tanga,ad2,0.265784416990234,0.26491325114501335,0.26665558283545526,0.012515976314370033,41,3574,6536,37557,4821,3615,8604,44093,1,8,1,1247,2068
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,4,-1,2,-1,km,gs#0.00,gs,gs,0.0,1,tanga,ad2,0.1834977897244466,0.18327878509934592,0.18371679434954347,0.01532351115963609,56,3663,5775,11451,4429,3719,7145,17226,1,4,1,766,1370
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,2,-1,km,gs#0.00,gs,gs,0.0,9,tanga,ad2,0.10429722771940944,0.10418820797893051,0.1044062474598891,0.001239422708014028,5,4471,8415,5885,4986,4476,9350,14300,1,2,1,515,935
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,1,-1,km,gs#0.00,gs,gs,0.0,0,tanga,ad2,0.38010294283772356,0.3800913730267607,0.38011451264869106,2.050853706507946e-05,0,2740,3250,984,4420,2740,7113,4234,2,2,2,1680,3863
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,2,-1,km,gs#0.00,gs,gs,0.0,3,tanga,ad2,0.2572079462966533,0.25636022696567423,0.2580556656276325,0.00798781644439005,23,3333,5526,30208,4459,3356,7220,35734,1,8,1,1126,1694
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,1,-1,km,gs#0.50,gs,gs,0.5,4,tanga,ad2,0.2849893946869406,0.28383060175416164,0.2861481876197194,0.0016205170315624988,0,3202,5245,39824,4471,3202,7242,45069,1,10,1,1269,1997
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,2,-1,km,gs#0.50,gs,gs,0.5,5,tanga,ad2,0.3234269667419299,0.3223299520646785,0.32452398141917754,0.0016209093655694218,0,3038,5073,37383,4483,3038,7287,42456,1,10,1,1445,2214
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,2,-1,km,gs#0.00,gs,gs,0.0,2,tanga,ad2,0.2206431471018132,0.2201138740988115,0.22117242010481147,0.010884677641836281,36,3490,5778,20937,4439,3526,7178,26715,1,6,1,949,1400
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,2,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.316232818078885,0.3150806032912522,0.31738503286651876,0.001683598228107736,0,3302,6003,45811,4821,3302,8604,51814,1,10,1,1519,2601
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.50,gs,gs,0.5,9,tanga,ad2,0.29003944796359443,0.2888096698835359,0.291269226043653,0.0017308814510801592,0,3546,6863,52797,4986,3546,9350,59660,1,10,1,1440,2487
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,1,-1,km,gs#0.00,gs,gs,0.0,1,tanga,ad2,0.23236941685825827,0.23233303294992136,0.2324058007665916,4.841225881431082e-05,0,3400,4974,2513,4429,3400,7145,7487,1,2,1,1029,2171
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,1,-1,km,gs#0.50,gs,gs,0.5,9,tanga,ad2,0.19329867746540721,0.19253991802800016,0.19405743690281607,0.0009408063767850923,0,4026,7686,32212,4986,4026,9350,39898,1,6,1,960,1664
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,2,-1,km,gs#0.00,gs,gs,0.0,3,tanga,ad2,0.12014457043451392,0.12007233194107206,0.12021680892795453,0.0013540700474660079,5,3928,6223,3648,4459,3933,7220,9871,1,2,1,531,997
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,2,-1,km,gs#0.00,gs,gs,0.0,7,tanga,ad2,0.0976774164033418,0.09758274644211196,0.09777208636457159,0.0013003507837291968,5,4180,7016,4443,4627,4185,7777,11459,1,2,1,447,761
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,8,-1,1,-1,km,gs#0.50,gs,gs,0.5,7,tanga,ad2,0.23589564858287343,0.23492731068134456,0.23686398648440063,0.0012685018569121263,0,3540,5996,34899,4627,3540,7777,40895,1,8,1,1087,1781
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,3,-1,km,gs#0.50,gs,gs,0.5,1,tanga,ad2,0.2958418523298826,0.29464984805037925,0.29703385660938736,0.0016915609503814928,0,3124,5192,39215,4429,3124,7145,44407,1,10,1,1305,1953
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,2,-1,2,-1,km,gs#0.00,gs,gs,0.0,6,tanga,ad2,0.09671734388148874,0.09662540881538928,0.0968092789475875,0.0013219212380905464,5,4095,6709,4135,4528,4100,7425,10844,1,2,1,433,716
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,10,-1,3,-1,km,gs#0.50,gs,gs,0.5,8,tanga,ad2,0.2914405837811007,0.29018965675174624,0.29269151081045436,0.0017638634068757515,0,3422,6250,49146,4821,3422,8604,55396,1,10,1,1399,2354
yago15,-1,isCitizenOf,mean,10,all,adm,0.5,0.5,6,-1,1,-1,km,gs#0.50,gs,gs,0.5,6,tanga,ad2,0.1928362518477633,0.19213879441933385,0.19353370927619173,0.0008647017148497674,0,3658,6083,23874,4528,3658,7425,29957,1,6,1,870,1342
