data,sample,sattr,strategy,n_sg,anony_mode,info_loss,alpha_adm,alpha_dm,k,w,l,reset_w,calgo,enforcer_str,enforcer,enforcer_name,max_dist,snapshot_id,algo,galgo,AIL,dm,am,AAIL,num_anonymized_fake_entities,num_anonymized_real_entities,num_real_edges,num_fake_edges,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,num_removed_entities,num_removed_edges
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,5,-1,km,gs#0.00,gs,gs,0,9,tanga,ad2,0.013312731318082,0.0120951942107468,0.0145302684254177,0.00376414611911434,11,4329,11354,94189,4371,4340,11645,105543,1,10,1,42,291
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,1,-1,km,gs#0.00,gs,gs,0,6,tanga,ad2,0.694354270525712,0.693696473837022,0.695012067214403,0.00512932503020693,3,1001,2655,22565,3265,1004,6291,25220,1,10,1,2264,3636
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,1,-1,km,gs#0.00,gs,gs,0,8,tanga,ad2,0.539196682735897,0.538342304491396,0.540051060980398,0.00408731661153646,4,1782,4861,41670,3856,1786,8403,46531,1,10,1,2074,3542
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0,8,tanga,ad2,0.523973509974207,0.523045104660771,0.52490191528764,0.00518712193858826,6,1842,4827,40966,3856,1848,8403,45793,1,10,1,2014,3576
freebase,-1,P17,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.00,gs,gs,0,3,tanga,ad2,0.544115185566777,0.543997409806844,0.544232961326718,0.00596303177334436,8,1394,3135,8908,3049,1402,5648,12043,1,4,1,1655,2513
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,5,1,km,gs#0.00,gs,gs,0,7,tanga,ad2,0.11433995121024,0.114219475042246,0.114460427378235,0.00471997026516865,14,3040,5508,46477,3418,3054,6794,51985,1,10,1,378,1286
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,2,-1,km,gs#0.00,gs,gs,0,0,tanga,ad2,0.110019286867963,0.109867780281865,0.110170793454058,0.00196324468232248,7,3897,8723,72733,4371,3904,11646,81456,1,10,1,474,2923
freebase,-1,P17,mean,10,all,adm,0.5,0.5,8,-1,1,-1,km,gs#0.00,gs,gs,0,8,tanga,ad2,0.462419581354587,0.46171780513739,0.463121357571784,0.00608060290119973,10,2081,5478,36361,3856,2091,8403,41839,1,8,1,1775,2925
freebase,-1,P17,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.00,gs,gs,0,0,tanga,ad2,0.223312699311178,0.223285512399446,0.223339886222909,0.00528726386526763,18,3409,6798,17170,4371,3427,11646,23968,1,4,1,962,4848
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,1,-1,km,gs#0.00,gs,gs,0,9,tanga,ad2,0.0102208123921625,0.00913476634236113,0.011306858441964,0.00293465416792054,8,4339,11491,98814,4371,4347,11645,110305,1,10,1,32,154
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,1,-1,km,gs#0.00,gs,gs,0,0,tanga,ad2,0.110965400823841,0.110806749448237,0.111124052199443,0.0017177089771741,6,3892,8710,74819,4371,3898,11646,83529,1,10,1,479,2936
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,5,-1,km,gs#0.00,gs,gs,0,4,tanga,ad2,0.752241502977449,0.751612903225806,0.752870102729092,0.00253072627284603,0,770,1985,17380,3100,770,5775,19365,1,10,1,2330,3790
freebase,-1,P17,mean,10,all,adm,0.5,0.5,2,-1,1,-1,km,gs#0.00,gs,gs,0,8,tanga,ad2,0.131792161833927,0.131742789030621,0.131841534637233,5.69267585871522E-05,0,3348,7658,6709,3856,3348,8403,14367,1,2,1,508,745
freebase,-1,P17,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.00,gs,gs,0,6,tanga,ad2,0.486024753916213,0.485801689878212,0.486247817954219,0.00633489871839115,10,1684,3776,10576,3265,1694,6291,14352,1,4,1,1581,2515
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,2,-1,km,gs#0.00,gs,gs,0,4,tanga,ad2,0.778382823095058,0.777741935483871,0.779023710706246,0.00288352916499501,0,689,1901,17096,3100,689,5775,18997,1,10,1,2411,3874
freebase,-1,P17,mean,10,all,adm,0.5,0.5,8,-1,1,-1,km,gs#0.00,gs,gs,0,3,tanga,ad2,0.672943590785122,0.672560576293386,0.673326605276858,0.00613903110225124,5,1000,2588,17439,3049,1005,5648,20027,1,8,1,2049,3060
freebase,-1,P17,mean,10,all,adm,0.5,0.5,4,-1,1,-1,km,gs#0.00,gs,gs,0,7,tanga,ad2,0.455915902434859,0.455685279942881,0.456146524926842,0.00680774663265639,12,1867,4277,11921,3418,1879,6794,16198,1,4,1,1551,2517
freebase,-1,P17,mean,10,all,adm,0.5,0.5,10,-1,4,-1,km,gs#0.00,gs,gs,0,7,tanga,ad2,0.654087087075669,0.653216417017202,0.654957757134136,0.00419021476185741,2,1186,2984,25501,3418,1188,6794,28485,1,10,1,2232,3810
freebase,-1,P17,mean,10,all,adm,0.5,0.5,2,-1,1,-1,km,gs#0.00,gs,gs,0,0,tanga,ad2,0.361706687732757,0.361702127659574,0.361711247805976,7.14411467671256E-06,0,2790,4486,2874,4371,2790,11646,7360,2,2,2790,1581,7160
